#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2019-11-16-20-11-07
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	set[enum]	string	string	set[string]	vector[string]	vector[string]	vector[string]	vector[string]
1566626452.568034	CerkZA4ceLCJzkbIH1	192.168.134.129	26380	34.200.30.249	80	1	GET	wright.edu	/	-	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	229	307	Temporary Redirect	-	-	-	(empty)	-	-	-	-	-	FsLyS84MMYi7ddTVtb	text/html
1566626619.533361	CAIwWu3wyRWFUyRFa6	192.168.134.131	34883	117.78.28.186	80	2	GET	as.cnfol.com	/index/index/api?as_id=161&t=0.0671133587371553	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	1300	200	OK	-	-	-	(empty)	-	-	-	-	-	FRm68Q2RuLsNGRIM49	text/json
1566626619.540471	CsF1Tg14q6noMAeZGl	192.168.134.131	34882	117.78.28.186	80	2	GET	as.cnfol.com	/index/index/api?as_id=160&t=0.9434884251183595	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	1373	200	OK	-	-	-	(empty)	-	-	-	-	-	FQZMbb3k9c8HqCPEii	text/json
1566626619.542090	CmB29e2DeMPx1A1Ygg	192.168.134.131	34880	117.78.28.186	80	2	GET	as.cnfol.com	/index/index/api?as_id=162&t=0.530085218883563	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	45	200	OK	-	-	-	(empty)	-	-	-	-	-	FxzzjM033s3qNNC6a	text/json
1566626619.545051	C1pDCE4vKSBbS8Q2A	192.168.134.131	34881	117.78.28.186	80	2	GET	as.cnfol.com	/index/index/api?as_id=145&t=0.4585117919142674	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	45	200	OK	-	-	-	(empty)	-	-	-	-	-	FtySPL9LYZDO57Pq6	text/json
1566626619.260767	CWOCPQJlF2EU5od9k	192.168.134.131	34864	157.255.134.75	80	3	GET	images.shichai.cnfol.com	/Gambit/201909/20190917110622120.jpg	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	344504	200	OK	-	-	-	(empty)	-	-	-	-	-	FXGAjT3SL3YHS8O3s7	image/jpeg
1566626619.700204	CRGMRy19ArzL7nTjuc	192.168.134.131	34875	120.52.140.163	80	2	GET	mpimg.cnfol.com	/cover/201911/18/09f11342be92e5b89e225a2870055aa6.jpg	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	30351	200	OK	-	-	-	(empty)	-	-	-	-	-	FSsb9l4M8SF6vTq411	image/jpeg
1566626619.952415	C4IO5i1euVuB27pXlg	192.168.134.131	34891	157.185.163.158	80	1	GET	img.cnfol.com	/as/adpic/2018/06/25/15299124828182135.gif	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	541688	200	OK	-	-	-	(empty)	-	-	-	-	-	FHFCgd1n1Gjap96BNc	image/gif
1566626619.955354	CVCP7E4rVmBSCTirO1	192.168.134.131	34892	157.185.163.158	80	1	GET	img.cnfol.com	/as/adpic/2019/10/15/40c6405fb801d43224fa2ff5272cd49e8406468.gif	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	189621	200	OK	-	-	-	(empty)	-	-	-	-	-	FaombI3jCDsFSUHKFf	image/gif
1566626619.741756	CM3dkR33N148vTHRC3	192.168.134.131	34876	120.52.140.163	80	2	GET	mpimg.cnfol.com	/cover/201911/18/bd63ba3533217c6383267a4286ab5d8d.png	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	75303	200	OK	-	-	-	(empty)	-	-	-	-	-	FoGKJD4JWWsu7A3SJ1	image/png
1566626619.576545	CYx7lH2tna3XF79xu7	192.168.134.131	34870	157.255.134.75	80	2	GET	images.shichai.cnfol.com	/Gambit/201910/20191028095032756.png	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	251110	200	OK	-	-	-	(empty)	-	-	-	-	-	F9gNQVRmNxHsS82p2	image/png
1566626619.848350	CLTCek2cZ2BYBzGTFb	192.168.134.131	34885	117.78.38.18	80	1	GET	fenxi.3g.cnfol.com	/Count.html	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	1083	200	OK	-	-	-	(empty)	-	-	-	-	-	FHI3Ls5aRIgloQ1c2	text/html
1566626619.844970	CLj4hz3YtUZpOm9aZ4	192.168.134.131	34879	117.78.28.186	80	3	GET	as.cnfol.com	/index/index/api?as_id=154&t=0.43992376636967445	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	1331	200	OK	-	-	-	(empty)	-	-	-	-	-	F2Xgnn4YsT3op2vOik	text/json
1566626619.658370	CGtjlQ35IVoP1Sdepb	192.168.134.131	34832	157.185.163.158	80	4	GET	hsnew.cnfol.com	/pc/Imgs/newAs/as.png	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	1576	200	OK	-	-	-	(empty)	-	-	-	-	-	Fj3rXF1S3gxyFAjWr3	image/png
1566626619.635245	CNEKph1bIQSC4vyceg	192.168.134.131	34867	157.255.134.75	80	2	GET	images.shichai.cnfol.com	/Gambit/201911/20191104095103119.png	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	312584	200	OK	-	-	-	(empty)	-	-	-	-	-	Fqukc24jP0ooFVMk83	image/png
1566626619.857398	CnS8c218r4LQFiPB6b	192.168.134.131	34878	117.78.28.186	80	3	GET	as.cnfol.com	/index/index/api_flow?as_id=153&t=0.8084650630744834	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	69	200	OK	-	-	-	(empty)	-	-	-	-	-	F3p7CJ3nOebbvLIF6b	text/json
1566626619.856020	CAIwWu3wyRWFUyRFa6	192.168.134.131	34883	117.78.28.186	80	3	GET	as.cnfol.com	/index/index/api?as_id=155&t=0.7520689031418886	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	45	200	OK	-	-	-	(empty)	-	-	-	-	-	FzPQh93pMuacWbPNxe	text/json
1566626620.136633	CIrY7m42qRXSS26qe7	192.168.134.130	40329	144.202.46.214	80	1	POST	144.202.46.214	/504vsa/server/vssvc.php	-	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)	95	237	200	OK	-	-	-	(empty)	-	-	-	FKLPW14UASCiHyoSzj	text/plain	F0dRqp3QahUTxBH9rj	text/html
1566626619.387770	C4F1dnen5rxvg2lUe	192.168.134.131	34873	120.52.140.163	80	2	GET	mpimg.cnfol.com	/ueditor/1559689491479463.jpg	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	19467	200	OK	-	-	-	(empty)	-	-	-	-	-	FkWPvL6sSvJGAqQTf	image/jpeg
1566626619.976062	CWOCPQJlF2EU5od9k	192.168.134.131	34864	157.255.134.75	80	4	GET	images.shichai.cnfol.com	/original/201807/96_1530785147_.jpg	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	39955	200	OK	-	-	-	(empty)	-	-	-	-	-	FRQ1Ik2XZEFCGf7G8h	image/jpeg
1566626620.332629	CHy3vj4Z9dDG7zLrF1	192.168.134.131	34838	157.185.163.158	80	4	GET	hs.cnfol.com	/f=Cm/Js/Jquery16.js,ue/Js/Code/Count4.js?v=201604051540	http://fenxi.3g.cnfol.com/Count.html	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	97642	200	OK	-	-	-	(empty)	-	-	-	-	-	FibDwS38ArJoHw22w8	text/plain
1566626619.695191	CTbQPo3NJmkXIJaaY4	192.168.134.131	34888	157.185.163.158	80	1	GET	i8.cnfolimg.com	/file/201803/54f4bb70b4ee1bc9da235737d4e011cc_201803210958289204.png	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	10693	200	OK	-	-	-	(empty)	-	-	-	-	-	FilwU73AbJEMJPnYyj	image/png
1566626620.150892	CcDyss3ARzqk7H9Jr	192.168.134.131	34890	119.96.207.121	80	1	GET	w.cnzz.com	/q_stat.php?id=1253240157	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	11711	200	OK	-	-	-	(empty)	-	-	-	-	-	FK2xGcmFPw5CUHVH6	application/javascript
1566626620.024885	C6rBPkQEqvXEAdcJe	192.168.134.131	34866	157.255.134.75	80	3	GET	images.shichai.cnfol.com	/Gambit/201910/20191022090939195.png	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	389049	200	OK	-	-	-	(empty)	-	-	-	-	-	FW7yAT2JRxpQRqB9sf	image/png
1566626620.234945	CM3dkR33N148vTHRC3	192.168.134.131	34876	120.52.140.163	80	3	GET	mpimg.cnfol.com	/cover/201911/18/56e809f1c93ea5ac4699cd58fb060ffb.jpg	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	72346	200	OK	-	-	-	(empty)	-	-	-	-	-	FONqdw1MZBBih5J6D9	image/jpeg
1566626620.323129	CWOCPQJlF2EU5od9k	192.168.134.131	34864	157.255.134.75	80	5	GET	images.shichai.cnfol.com	/original/201807/95_1530527380_.jpg	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	153748	200	OK	-	-	-	(empty)	-	-	-	-	-	FL2Dea34Z2L1nHcqJ2	image/jpeg
1566626620.025110	CRGMRy19ArzL7nTjuc	192.168.134.131	34875	120.52.140.163	80	3	GET	mpimg.cnfol.com	/cover/201911/18/c8bfc382bf1c9476a4a0fd6c06d3fb95.png	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	144322	200	OK	-	-	-	(empty)	-	-	-	-	-	FoAPzd2sV4nOEsxeb4	image/png
1566626620.337273	CVCP7E4rVmBSCTirO1	192.168.134.131	34892	157.185.163.158	80	2	GET	img.cnfol.com	/as/adpic/2019/07/02/b3bab94cc2118c66f5642192eec71d3a9224417.gif	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	12789	200	OK	-	-	-	(empty)	-	-	-	-	-	Fc4PqJ1EdZrGhyMfR8	image/gif
1566626620.626995	CGYRdy4Yc3nncR9tB5	192.168.134.131	34886	157.185.163.158	80	2	GET	images.cnfol.com	/file/201704/haixi_201704200951127607.jpg	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	9875	200	OK	-	-	-	(empty)	-	-	-	-	-	FOMnKvCaptQr9d0Sg	image/jpeg
1566626619.659626	ChzCWc3DQuvEHmKnx7	192.168.134.131	34872	120.52.140.163	80	2	GET	mpimg.cnfol.com	/cover/201911/18/878973cdc1230280f97881d0bb237848.png	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	113823	200	OK	-	-	-	(empty)	-	-	-	-	-	FpXG4n1DTxb5wNJTFi	image/png
1566626619.670442	CVJtSm4l7mgOFC22jk	192.168.134.131	34871	120.52.140.163	80	2	GET	mpimg.cnfol.com	/cover/201911/18/974693001b010f0a2fd6e21722dd7f54.png	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	464973	200	OK	-	-	-	(empty)	-	-	-	-	-	F96AZJ3nhk3v6NOlX2	image/png
1566626620.766108	CGYRdy4Yc3nncR9tB5	192.168.134.131	34886	157.185.163.158	80	3	GET	images.cnfol.com	/file/201806/f1bd62d30e00b557d0d15c581bf37146_201806081736086254.jpg	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	3997	200	OK	-	-	-	(empty)	-	-	-	-	-	Fpln443NDPtqSPRODl	image/jpeg
1566626620.833699	CdaEMs2UOoSJHUPOQa	192.168.134.131	34898	157.185.163.158	80	1	GET	images.cnfol.com	/file/201811/69_201811231018412461.jpg	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	2035	200	OK	-	-	-	(empty)	-	-	-	-	-	FqpLFr2976EnXrjVqa	image/jpeg
1566626620.333734	CsEclm4CdmXAm2C5Y1	192.168.134.131	34874	120.52.140.163	80	2	GET	mpimg.cnfol.com	/cover/201911/18/828716d6387c6032b6dfb36f26d2436e.jpg	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	173679	200	OK	-	-	-	(empty)	-	-	-	-	-	FSS8pF1g6lxmQNYkUk	image/jpeg
1566626620.624091	CqN1n3aRcRiffn2tl	192.168.134.131	34887	157.185.163.158	80	2	GET	images.cnfol.com	/file/201811/d1a92cf3be7e744efd5c6e9bac082c67_201811281332024586.jpg	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	5132	200	OK	-	-	-	(empty)	-	-	-	-	-	FMt0Sq43XJrJys2hRi	image/jpeg
1566626620.926778	Cz1gNNweppGQ5Upxc	192.168.134.131	34852	157.185.163.158	80	3	GET	i5.cnfolimg.com	/file/201312/1_201312270854468404.jpg	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	1606	200	OK	-	-	-	(empty)	-	-	-	-	-	FCIhVj29Emsi5pWj46	image/jpeg
1566626620.935858	CarOd81Txueq6BQHsl	192.168.134.133	4118	142.34.213.59	80	1	GET	gov.bc.ca	/	-	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1566626620.930007	CTbQPo3NJmkXIJaaY4	192.168.134.131	34888	157.185.163.158	80	2	GET	i8.cnfolimg.com	/file/201312/1_201312261414204040.jpg	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	2837	200	OK	-	-	-	(empty)	-	-	-	-	-	F0Mje64NfIDZRf6zX	image/jpeg
1566626620.687086	Cgp2bNVtTVXUjkBai	192.168.134.131	34894	157.185.163.158	80	1	GET	images.cnfol.com	/file/201803/lysg_201803260958266210.jpg	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	11046	200	OK	-	-	-	(empty)	-	-	-	-	-	F2BK4d3QaTB5IhaL45	image/jpeg
1566626620.700553	CSFcyP3VpiPtrd7Wkb	192.168.134.131	34897	157.185.163.158	80	1	GET	head.cnfolimg.com	/e8/13/1819660/head.1819660.96?r=1500948038	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	6640	200	OK	-	-	-	(empty)	-	-	-	-	-	FL3V9b491n7Q2hcYq4	image/gif
1566626620.291792	C4F1dnen5rxvg2lUe	192.168.134.131	34873	120.52.140.163	80	3	GET	mpimg.cnfol.com	/cover/201911/18/fb12a8349d52ad5d522bcb19333d33fb.png	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	246088	200	OK	-	-	-	(empty)	-	-	-	-	-	FAagsB417hGyr6QtYa	image/png
1566626620.838152	CpberB3aGzafbYADa5	192.168.134.131	34862	157.185.163.158	80	3	GET	i9.cnfolimg.com	/file/201907/tu42_201907161637459235.jpg	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	7903	200	OK	-	-	-	(empty)	-	-	-	-	-	FarE9J3wZYDfYi6xnd	image/jpeg
1566626620.705203	CfXaRW1ckDUxw8uYzc	192.168.134.131	34896	157.185.163.158	80	1	GET	head.cnfolimg.com	/ff/c0/11021938/head.11021938.48	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	1422	200	OK	-	-	-	(empty)	-	-	-	-	-	FW1n773okfTZSFo8Dd	image/jpeg
1566626621.143707	Cgp2bNVtTVXUjkBai	192.168.134.131	34894	157.185.163.158	80	2	GET	images.cnfol.com	/home_cnfol.gif	http://hs.cnfol.com/f=ub/Css/Modules/Basis.css,ud/Css/Cnfol/Style.css,ua/css/cloud/Calendar.css,ua/css/Public/TopBarFoot.css,ue/Css/Common/CmsTopBar.css,ud/Css/Cnfol/Jsgn.css,uh/Css/Cms/CnfolStyle.css,ub/Css/Index/YouHua.css,ui/Css/ArtAddM/CnflArtAdd.css,uc/Css/TgAd/168Style.css,ue/Css/Cms/IndStl.css,uh/Css/ZhuTi/NewLogin.css,ue/Css/Cms/AdvStyle.css,uf/Css/Cnfol/Style.css,uf/Css/Fragment/CjhZs/CjhZs.css,ue/Css/Cms/IndStyleV2.1.css?v=321651321	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	293	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	F6z8uX36C5BPRfWnv7	text/html
1566626621.171219	Cgp2bNVtTVXUjkBai	192.168.134.131	34894	157.185.163.158	80	3	GET	images.cnfol.com	/default/default.png	http://hs.cnfol.com/f=ub/Css/Modules/Basis.css,ud/Css/Cnfol/Style.css,ua/css/cloud/Calendar.css,ua/css/Public/TopBarFoot.css,ue/Css/Common/CmsTopBar.css,ud/Css/Cnfol/Jsgn.css,uh/Css/Cms/CnfolStyle.css,ub/Css/Index/YouHua.css,ui/Css/ArtAddM/CnflArtAdd.css,uc/Css/TgAd/168Style.css,ue/Css/Cms/IndStl.css,uh/Css/ZhuTi/NewLogin.css,ue/Css/Cms/AdvStyle.css,uf/Css/Cnfol/Style.css,uf/Css/Fragment/CjhZs/CjhZs.css,ue/Css/Cms/IndStyleV2.1.css?v=321651321	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	955	200	OK	-	-	-	(empty)	-	-	-	-	-	FbJs0n22sEtmToyg38	image/png
1566626620.970903	CHy3vj4Z9dDG7zLrF1	192.168.134.131	34838	157.185.163.158	80	5	GET	hs.cnfol.com	/ud/Imgs/Cnfol/Ewm.jpg	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	9749	200	OK	-	-	-	(empty)	-	-	-	-	-	F6xvUa452UYlcLWgTd	image/jpeg
1566626620.951040	Cuda9E2FllkA11MFX8	192.168.134.131	34851	157.185.163.158	80	2	GET	i0.cnfolimg.com	/file/201312/4_201312251541193685.jpg	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	1655	200	OK	-	-	-	(empty)	-	-	-	-	-	FhZATE3ojwfUyCSGF6	image/jpeg
1566626620.879052	Chzstp3T3bQ43DF7J5	192.168.134.131	34899	157.185.163.158	80	1	GET	i9.cnfolimg.com	/file/201312/1_201312251541186519.jpg	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	1887	200	OK	-	-	-	(empty)	-	-	-	-	-	FFApaGlxEeEXDKeGg	image/jpeg
1566626621.348973	CVCP7E4rVmBSCTirO1	192.168.134.131	34892	157.185.163.158	80	3	GET	img.cnfol.com	/as/adpic/2019/09/06/8b3a5e209b0a75b937da3a6aa748be296262029.gif	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	118709	200	OK	-	-	-	(empty)	-	-	-	-	-	FyktR21shzp9RglIFi	image/gif
1566626621.401205	C4IO5i1euVuB27pXlg	192.168.134.131	34891	157.185.163.158	80	2	GET	img.cnfol.com	/as/adpic/2018/06/25/15298963135863625.gif	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	404976	200	OK	-	-	-	(empty)	-	-	-	-	-	FLlPQy1QIJupdupJV	image/gif
1566626621.069436	CmQEa1wDddvkCI4Sf	192.168.134.131	34900	104.254.66.40	80	1	GET	pv.sohu.com	/cityjson?ie=utf-8	http://fenxi.3g.cnfol.com/Count.html	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	83	200	OK	-	-	-	(empty)	-	-	-	-	-	FM4brJ2hW49A5zzlok	text/plain
1566626621.472530	C1vGaQG31YsU5KyIc	192.168.134.131	34903	157.185.163.158	80	1	GET	img.cnfol.com	/as/adpic/2018/06/25/15298959674920200.jpg	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	56304	200	OK	-	-	-	(empty)	-	-	-	-	-	Fbdvs74GgoQQIjg322	image/jpeg
1566626621.476292	CNOPNW3gImtKEfws44	192.168.134.131	34904	157.185.163.158	80	1	GET	img.cnfol.com	/as/adpic/2018/06/25/15299119984378554.gif	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	49820	200	OK	-	-	-	(empty)	-	-	-	-	-	FisiBu10WGf2EhK7ob	image/gif
1566626621.776182	CYMCip3Y6Oyz8kFfk	192.168.134.131	34907	52.94.234.174	80	1	GET	cloudfront-labs.amazonaws.com	/x.png	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1566626621.638139	CcDyss3ARzqk7H9Jr	192.168.134.131	34890	119.96.207.121	80	2	GET	w.cnzz.com	/q_stat.php?id=1253241311	http://fenxi.3g.cnfol.com/Count.html	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	11711	200	OK	-	-	-	(empty)	-	-	-	-	-	FD7WjX17oXq3qwwgY6	application/javascript
1566626620.700756	C5bTBD2kYtyHtcgxA3	192.168.134.131	34895	157.185.163.158	80	1	GET	head.cnfolimg.com	/6f/c6/5744906/head.5744906.48	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	1276	200	OK	-	-	-	(empty)	-	-	-	-	-	FjXURn1wH5lfkGZnY8	image/jpeg
1566626621.769199	Cn9FjL266HBsh3uh34	192.168.134.131	34905	119.96.207.121	80	1	GET	c.cnzz.com	/core.php?web_id=1253240157&t=q	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	3239	200	OK	-	-	-	(empty)	-	-	-	-	-	FUmYZQ267tWhOQcEEi	text/plain
1566626622.020194	CRPFeB4Pz3nl78KZp5	192.168.134.131	34908	119.96.207.121	80	1	GET	c.cnzz.com	/core.php?web_id=1253241311&t=q	http://fenxi.3g.cnfol.com/Count.html	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	3401	200	OK	-	-	-	(empty)	-	-	-	-	-	FigxRn4ny8k87YUzp1	text/plain
1566626622.170060	CU9cxW191steoSwuWe	192.168.134.131	34914	54.240.188.120	80	1	GET	a9e868fa8f60d8d1f64c3c61b09ab0733.profile.nrt57-c2.cloudfront.net	/test.png	http://www.cnfol.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	58	200	OK	-	-	-	(empty)	-	-	-	-	-	FE6oF48zKlS6yzBrj	text/plain
